"concept_id","concept_name","concept_code","vocabulary_id"
41334157,"1 ML Dexamethasone 2.5 MG/ML Injectable Solution [Lipotalon] Box of 10 by Recordati","OMOP2532119","RxNorm Extension"
41332551,"1 ML Dexamethasone 2.5 MG/ML Injectable Solution [Lipotalon] Box of 150","OMOP2530513","RxNorm Extension"
41330748,"1 ML Dexamethasone 2.5 MG/ML Injectable Solution [Lipotalon] Box of 150 by Recordati","OMOP2528710","RxNorm Extension"
41337261,"1 ML Dexamethasone 2.5 MG/ML Injectable Solution [Lipotalon] Box of 1500","OMOP2535223","RxNorm Extension"
41330129,"1 ML Dexamethasone 2.5 MG/ML Injectable Solution [Lipotalon] Box of 1500 by Recordati","OMOP2528091","RxNorm Extension"
41333942,"1 ML Dexamethasone 2.5 MG/ML Injectable Solution [Lipotalon] Box of 5","OMOP2531904","RxNorm Extension"
41335502,"1 ML Dexamethasone 2.5 MG/ML Injectable Solution [Lipotalon] Box of 5 by Recordati","OMOP2533464","RxNorm Extension"
41330549,"1 ML Dexamethasone 2.5 MG/ML Injectable Solution [Lipotalon] Box of 750","OMOP2528511","RxNorm Extension"
41330747,"1 ML Dexamethasone 2.5 MG/ML Injectable Solution [Lipotalon] Box of 750 by Recordati","OMOP2528709","RxNorm Extension"
41336348,"1 ML Dexamethasone 3 MG/ML Injectable Solution","OMOP2534310","RxNorm Extension"
41330287,"1 ML Dexamethasone 3 MG/ML Injectable Solution Box of 1","OMOP2528249","RxNorm Extension"
41332928,"1 ML Dexamethasone 3 MG/ML Injectable Solution Box of 10","OMOP2530890","RxNorm Extension"
35776145,"1 ML Dexamethasone 3 MG/ML Injectable Solution Box of 10 by A A H","OMOP2777606","RxNorm Extension"
35777836,"1 ML Dexamethasone 3 MG/ML Injectable Solution Box of 10 by Alliance","OMOP2779297","RxNorm Extension"
35776417,"1 ML Dexamethasone 3 MG/ML Injectable Solution Box of 10 by Hameln","OMOP2777878","RxNorm Extension"
35776969,"1 ML Dexamethasone 3 MG/ML Injectable Solution Box of 10 by Wockhardt","OMOP2778430","RxNorm Extension"
41330906,"1 ML Dexamethasone 3 MG/ML Injectable Solution Box of 150","OMOP2528868","RxNorm Extension"
41336979,"1 ML Dexamethasone 3 MG/ML Injectable Solution Box of 3","OMOP2534941","RxNorm Extension"
41331585,"1 ML Dexamethasone 3 MG/ML Injectable Solution Box of 30","OMOP2529547","RxNorm Extension"
41332929,"1 ML Dexamethasone 3 MG/ML Injectable Solution Box of 5","OMOP2530891","RxNorm Extension"
35777562,"1 ML Dexamethasone 3 MG/ML Injectable Solution Box of 5 by A A H","OMOP2779023","RxNorm Extension"
35776418,"1 ML Dexamethasone 3 MG/ML Injectable Solution Box of 5 by Alliance","OMOP2777879","RxNorm Extension"
